¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤g®w¤G¸ô181~210¸¹,15.01,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì1,¤Q¤C¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1030626,144.93,3,2,2,¦³,¦³,5980000,41261,©Y¹D¥­­±,23.17,0,,RPWNMLPJJIKFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°ÏºX·£¸ô126«Ñ1~30¸¹,16.91,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020529,212.62,4,2,2,¦³,¦³,9000000,42329,©Y¹D¥­­±,21.23,0,,RPXNMLPJJIKFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼s©÷µó141«Ñ61~90¸¹,82.0,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0650203,80.64,3,2,2,¦³,µL,2550000,31622,,0.0,0,,RPVOMLQJJIKFFEE48CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¥ß¤j¸ô1~30¸¹,86.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940126,238.59,3,2,5,¦³,µL,21660000,90783,,0.0,0,,RPQNMLTJJIKFFEE18CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°ÏµØ®L¸ô1716«Ñ1~30¸¹,87.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0681205,115.12,5,2,2,¦³,µL,7700000,66887,,0.0,0,,RPRNMLTJJIKFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,23.31,¦í,,,10405,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,144.28,3,2,2,¦³,µL,8060000,55864,©Y¹D¥­­±,15.19,0,¥»¥ó¬°¹w°â®×¥ó,RPSNMLTJJIKFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,30.26,¦í,,,10408,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,188.16000000000003,4,2,2,¦³,µL,11050000,58727,©Y¹D¥­­±,15.19,0,¥»¥ó¬°¹w°â®×¥ó,RPTNMLTJJIKFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,13.22,¦í,,,10408,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,81.69,2,2,1,¦³,µL,4900000,59983,,0.0,0,¥»¥ó¬°¹w°â®×¥ó,RPUNMLTJJIKFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å¾Ç¸ô301~330¸¹,11.47,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871110,165.78,3,2,2,¦³,µL,7500000,45241,©Y¹D¥­­±,36.69,0,,RPVNMLTJJIKFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,16.7,¦í,,,10310,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A§¨¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,102.9,0,0,0,µL,µL,9000000,87464,,0.0,0,¥»¥ó¬°¹w°â®×¥ó,RPWNMLTJJIKFFEE78CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¦Ü¯u¸ô558«Ñ1~30¸¹,68.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0680811,92.8,0,0,0,µL,µL,6250000,67349,,0.0,0,,RPQNMLKKJIKFFEE37CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°ÏªFªù¸ô131«Ñ1~30¸¹,17.21,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971105,153.55,3,2,2,¦³,¦³,10380000,67600,©Y¹D¥­­±,13.4,0,,RPSPMLMKJIKFFEE97CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å·O¸ô271~300¸¹,13.34,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,ªÀµn,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840511,138.93,3,2,2,¦³,¦³,5900000,42467,©Y¹D¥­­±,0.0,0,,RPTNMLNKJIKFFEE97CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï·s«nµó61~90¸¹,17.45,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000927,173.76,3,2,2,¦³,¦³,12000000,69061,©Y¹D¥­­±,26.22,0,,RPQPMLQKJIKFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤j¾Ç¤»¤Qµó31~60¸¹,262.46,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021028,614.76,7,3,7,¦³,µL,43600000,70922,,0.0,0,,RPQOMLRKJIKFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï±`¼w¸ô240«Ñ23§Ë31~60¸¹,28.08,¦í,,,10409,¤g¦a0«Øª«1¨®¦ì0,¤Q¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820513,171.64,3,2,2,¦³,¦³,4680000,27266,©Y¹D¥­­±,0.0,0,,RPVOMLTKJIKFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤g®w¥_¸ô21¤§4«Ñ1~30¸¹,62.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0720110,74.96,3,2,2,¦³,µL,4100000,54696,,0.0,0,,RPWOMLTKJIKFFEE98CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Q¤»µó91~120¸¹,210.47,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040722,500.74,6,2,7,¦³,µL,32000000,63905,,0.0,0,,RPQOMLNLJIKFFEE87CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¹ØÂ×¸ô271~300¸¹,20.68,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1031125,142.22,3,2,2,¦³,¦³,6350000,44649,©Y¹D¥­­±,26.11,0,§t¸ËæC,RPXNMLLJKIKFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï»A«Ì¸ô31~60¸¹,23.24,°Ó,,,10408,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h¡A¤T¼h,¤Q¤­¼h,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1031125,160.07999999999998,3,1,3,¦³,¦³,13680000,85457,©Y¹D¥­­±,26.11,0,,RPOOMLLJKIKFFEE37CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å¤Ñ¸ô151~180¸¹,7.29,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040731,91.03999999999999,2,1,1,¦³,¦³,5590000,61402,,0.0,0,,RPOQMLQLJIKFFEE18CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ïª÷¿³µó23«Ñ12§Ë1~30¸¹,8.64,¦í,,,10410,¤g¦a4«Øª«1¨®¦ì0,¥|¼h,¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801003,27.470000000000002,1,1,1,¦³,¦³,650000,23662,,0.0,0,,RPQNMLPJJIKFFFE87CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï´I°ê¸ô271~300¸¹,2.95,°Ó,,,10408,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¤@¼h,¤G¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841019,45.99,1,0,1,¦³,¦³,2000000,43488,,0.0,0,¿Ë¤ÍÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLKMJIKFFEE47CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w¥Á¸ô151~180¸¹,16.46,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851030,136.64,3,2,2,¦³,¦³,4380000,32055,,0.0,0,¦³§tªA°È¶O,RPQOMLKMJIKFFEE67CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï­«§µ¸ô31~60¸¹,110.68,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001125,301.51,5,2,4,¦³,µL,27500000,91208,,0.0,0,,RPROMLKMJIKFFEE77CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï­«ªv¸ô61~90¸¹,16.95,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840907,103.05,3,2,2,¦³,¦³,5000000,48520,¤É­°¾÷±ñ,0.0,0,,RPXNMLOLJIKFFEE58CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï«á©÷¸ô853«Ñ10§Ë1~30¸¹,34.84,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780404,133.98,4,2,2,¦³,µL,4180000,31199,©Y¹D¥­­±,0.0,0,,RPUPMLKLJIKFFEE08CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å¤Ñ¸ô151~180¸¹,7.8,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830220,84.33,3,2,1,¦³,¦³,3500000,41504,,0.0,0,,RPVOMLQKJIKFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï©s¤l¸ô361~390¸¹,9.45,°Ó,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,ªÀµn,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840428,117.72,3,2,2,¦³,¦³,5200000,44173,,0.0,0,,RPTPMLKKJIKFFEE87CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï«á«lªF¸ô75«Ñ1~30¸¹,77.73,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0691030,147.75,3,2,2,¦³,µL,800000,5415,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXOMLKKJIKFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¯q¸s¸ô9«Ñ1~30¸¹,39.81,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0690517,87.51,1,1,2,¦³,µL,1900000,21712,,0.0,0,,RPOOMLQJJIKFFEE77CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤¤µØ¤G¸ô331~360¸¹,12.5,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031002,104.93,2,2,1,¦³,¦³,7580000,72239,©Y¹D¾÷±ñ,0.0,0,,RPSOMLQLJIKFFDE28CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤¤µØ¤G¸ô331~360¸¹,12.5,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031002,104.93,2,2,1,¦³,¦³,7660000,73001,©Y¹D¾÷±ñ,0.0,0,,RPUOMLQLJIKFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï©÷´Iµó1~30¸¹,16.01,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871102,119.77,3,2,2,¦³,¦³,5000000,41747,©Y¹D¾÷±ñ,13.69,0,,RPPNMLKKJIKFFDE17CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥¿¸q¸ô311«Ñ56§Ë1~30¸¹,110.67,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0690326,80.8,3,1,2,¦³,µL,4750000,58787,,0.0,0,,RPWOMLQKJIKFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï«Ø¿³¸ô181~210¸¹,46.65,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0720524,168.42,3,0,1,¦³,µL,11970000,71072,,0.0,0,¥æ©ö¼Ðªºª«¬°¤½´J1¤Î2¼Ó  1¼Ó¬°©±­± 2¼Ó¬°¦í®a,RPXOMLQKJIKFFDE68CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï©¾§µ¤@¸ô451~480¸¹,11.41,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤Q¼h,¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0710226,94.82,2,1,2,¦³,µL,3500000,36912,,0.0,0,,RPSNMLLKJIKFFDE57CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¼w¤sµó30«Ñ20§Ë1~30¸¹,11.16,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850625,87.47,3,2,1,¦³,¦³,3600000,41157,,0.0,0,,RPROMLTJJIKFFDE28CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤å¦w«nµó61~90¸¹,39.76,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030610,236.25,4,2,2,¦³,¦³,18300000,77460,©Y¹D¥­­±,28.02,0,,RPVNMLTJJIKFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï²ø·q¸ô211~240¸¹,20.46,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830620,124.79,3,2,2,¦³,¦³,5100000,40869,,0.0,0,,RPSOMLKKJIKFFDE57CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï«n»O¸ô195«Ñ1~30¸¹,6.07,°Ó,,,10410,¤g¦a1«Øª«2¨®¦ì0,¤­¼h,¤G¤Q¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0870929,80.37,1,1,2,¦³,¦³,2320000,28866,,0.0,0,,RPTOMLKKJIKFFDE67CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï°Ï¤å¾î¤T¸ô31~60¸¹,3.76,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860227,33.910000000000004,1,0,1,¦³,¦³,1500000,44235,,0.0,0,,RPWOMLLKJIKFFCE97CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·ç¶©¸ô194«Ñ1~30¸¹,25.77,°Ó,,,10409,¤g¦a2«Øª«1¨®¦ì0,¤G¼h¡A¹q±è¼Ó±è¶¡,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0690808,63.04,3,2,2,¦³,µL,2450000,38864,,0.0,0,,RPTNMLNKJIKFFCE77CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤ô¨q¸ô91~120¸¹,62.0,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0690502,145.0,2,3,3,¦³,µL,4200000,28966,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLOKJIKFFCE47CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¨|¼Ö¸ô1~30¸¹,6.42,¨ä¥L,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871117,81.48,2,2,1,¦³,¦³,3420000,41973,,0.0,0,,RPPNMLQKJIKFFCE67CA
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï©ú»ñ¤G¤Q¤Gµó1~30¸¹,0.0,,,,10410,¤g¦a0«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0960517,200.01,5,2,3,¦³,µL,150000,750,,0.0,0,¥¼§t¤g¦a¤§¿Ë¤Í¯S®íÃö«Y¶¡¡A²MÀv¶Å°È¤§¥æ©ö¡C,RPWNMLNKJIKFFCE08CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï´°¤Æµó31~60¸¹,70.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0601218,118.28,4,2,2,¦³,µL,10000000,84545,,0.0,0,,RPQOMLQJJIKFFDE87CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eÂí°Ï·ç«nµó31~60¸¹,9.87,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991221,105.08,2,1,1,¦³,¦³,6300000,59954,©Y¹D¥­­±,19.01,0,,RPSNMLLKJIKFFCE47CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï«C¤sµó123«Ñ31~60¸¹,25.71,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830621,150.35999999999999,3,1,2,¦³,¦³,4500000,29928,©Y¹D¥­­±,0.0,0,,RPPOMLLKJIKFFCE27CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·s¥ú¸ô1~30¸¹,1.28,°Ó,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤Q¤C¼h,¤T¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880209,31.89,1,1,1,¦³,µL,2150000,67419,,0.0,0,,RPPNMLMKJIKFFCE27CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï±R¤å¸ô1«Ñ1~30¸¹,15.48,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0721214,63.69,2,2,2,¦³,µL,1500000,23552,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLMKJIKFFCE47CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¦Vºaµó1~30¸¹,23.59,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0731003,76.0,3,2,2,¦³,µL,1500000,19737,,0.0,0,,RPPNMLKKJIKFFCE07CA
