¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¨ó©M¨½¤u·~°Ï¤T¤Q¤K¸ô148«Ñ1~30¸¹,17.84,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801127,75.39,3,1,1,¦³,µL,3030000,40191,,0.0,0,,RPQPMLTJJIKFFCB87CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¥|¬q1171~1200¸¹,18.95,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960817,329.78,4,2,2,¦³,¦³,22300000,67621,©Y¹D¥­­±,46.66,0,,RPVNMLKKJIKFFCB37CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¦V¤W«n¸ô¤@¬q151~180¸¹,3.73,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790705,30.979999999999997,1,0,1,¦³,¦³,1130000,36475,,0.0,0,,RPTPMLKKJIKFFCB37CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏºÖ·çµó66«Ñ1~30¸¹,14.67,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830712,130.38,3,2,2,¦³,¦³,5300000,40650,©Y¹D¥­­±,0.0,0,,RPWPMLQJJIKFFCB18CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°ÏªF¿³¦èµó1~30¸¹,4.44,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801206,38.589999999999996,0,0,1,µL,¦³,1400000,36279,,0.0,0,,RPOPMLPJJIKFFCB27CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏÀsªù¤@µó211~240¸¹,28.83,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0961218,176.85,3,2,2,¦³,¦³,15800000,89341,©Y¹D¥­­±,23.14,0,,RPSNMLQJJIKFFCB57CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j­^µó31~60¸¹,13.78,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820216,84.82,3,2,1,¦³,¦³,5050000,59538,,0.0,0,,RPPPMLOJJIKFFCB27CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q841~870¸¹,17.01,°Ó,,,10409,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001228,250.20999999999998,4,2,2,¦³,¦³,20000000,79933,©Y¹D¥­­±,45.91,0,,RPVOMLOJJIKFFCB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¤­µó31~60¸¹,77.69,¦í,,,10312,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040811,210.66,4,2,4,¦³,µL,15880000,75382,,0.0,0,,RPWNMLMJKIKFFBB57CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó­ì¸ô¤G¬q181~210¸¹,7.23,°Ó,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0930903,71.41,2,2,1,¦³,¦³,4200000,58815,,0.0,0,,RPUOMLLJKIKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤E¸ô181~210¸¹,116.54,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,0930330,213.58,4,3,3,¦³,µL,19260000,90177,,0.0,0,,RPPOMLRLJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q1166«Ñ31~60¸¹,28.09,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì1,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020411,160.62,3,2,2,¦³,¦³,10580000,65870,©Y¹D¥­­±,31.45,0,,RPXNMLOLJIKFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©|¼wµó31~60¸¹,136.0,¦í,,,10410,¤g¦a1«Øª«3¨®¦ì2,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0881029,426.08,7,4,6,¦³,µL,15000000,35205,¤@¼Ó¥­­±,34.58,0,«Øª«²{ªp®æ§½¬°3¤áÁ`©M,RPXNMLKLJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¦ZÉÜ¸ô980«Ñ11§Ë1~30¸¹,92.67,¦í,,,10408,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800322,144.61,4,2,3,¦³,µL,8600000,59470,,0.0,0,,RPPNMLSKJIKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¸ô¤G¬q338«Ñ1~30¸¹,190.22,¦í,,,10302,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040401,378.18,5,2,6,¦³,¦³,26450000,69940,,0.0,0,,RPSQMLMKJIKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¸ô¤G¬q338«Ñ1~30¸¹,184.1,¦í,,,10405,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040401,409.14,5,2,6,¦³,¦³,28000000,68436,,0.0,0,,RPVQMLMKJIKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªQ«i¨½ªQ¦Ë¸ô¤G¬q86«Ñ28§Ë1~30¸¹,34.58,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770629,91.82,5,0,2,¦³,¦³,2730000,29732,,0.0,0,,RPUPMLMKJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¸ô¤G¬q338«Ñ1~30¸¹,180.02,¦í,,,10302,¤g¦a4«Øª«2¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040401,325.24,5,2,6,¦³,¦³,25000000,76866,,0.0,0,,RPORMLMKJIKFFBB17CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¸ô¤G¬q338«Ñ1~30¸¹,166.42,¦í,,,10303,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040401,355.19,5,2,6,¦³,¦³,25150000,70807,,0.0,0,,RPRRMLMKJIKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¸ô¤G¬q338«Ñ1~30¸¹,173.22,¦í,,,10302,¤g¦a4«Øª«2¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040401,317.19,5,2,6,¦³,¦³,24000000,75664,,0.0,0,,RPURMLMKJIKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï©M¥­¨½²»¶¶¸ô¤G¬q338«Ñ31~60¸¹,191.63,¦í,,,10409,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040210,363.45,5,2,6,¦³,¦³,30500000,83918,,0.0,0,,RPOQMLKKJIKFFBB86CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï©M¥­¨½²»¶¶¸ô¤G¬q338«Ñ31~60¸¹,191.63,¦í,,,10410,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040210,361.24,5,2,6,¦³,¦³,27170000,75213,,0.0,0,,RPPQMLKKJIKFFBB96CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q271~300¸¹,21.46,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870417,272.32,5,2,2,¦³,¦³,13000000,47738,©Y¹D¥­­±,18.92,0,,RPTQMLTJJIKFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­Ò©M«Ñ6§Ë1~30¸¹,62.0,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0620508,94.86,4,2,4,¦³,µL,8510000,89711,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSRMLTJJIKFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q345«Ñ1~30¸¹,12.74,¦í,,,10409,¤g¦a1«Øª«2¨®¦ì1,¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870506,885.8699999999999,3,2,2,¦³,¦³,5060000,5712,©Y¹D¾÷±ñ,0.0,0,,RPRNMLSJJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤C¸ô151~180¸¹,22.17,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031106,196.33999999999997,4,2,2,¦³,¦³,12500000,63665,©Y¹D¥­­±,0.0,0,,RPTNMLSJJIKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¦Pºa¸ô271~300¸¹,86.69,¦í,,,10408,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780828,127.05,4,2,3,¦³,µL,12500000,98386,,0.0,0,,RPSPMLPJJIKFFBB57CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï­^¤~¸ô211~240¸¹,6.43,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830907,42.71,1,1,1,¦³,¦³,1580000,36994,,0.0,0,,RPSOMLOJJIKFFBB37CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô241~270¸¹,4.89,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821014,51.900000000000006,1,1,1,¦³,µL,1900000,36609,,0.0,0,,RPVPMLPJJIKFFBB87CA
¥_¤Ù°Ï,¤g¦a,¥_¤Ù¬q31~60¦a¸¹,29.0,¨ä¥L,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,674250,23250,,0.0,0,1.¥»®×«YÄÝ¤½¦@³]¬I«O¯d¦a2.¦a¬F¤h¶È¨ü°U¶R½æ®×¥ó¥Ó½Ðµn°O¡A¨ÃµL¥N²z¼¶ÀÀ¤£°Ê²£¶R½æ«´¬ù®Ñ¡A«Y¥Ñ¤£°Ê²£¸g¬ö·~©ÎÅv§Q¤H¦Û¦æ´£¨Ñ¦¨¥æ®×¥ó¹ê»Ú¸ê°T¡A¨Ñ¦a¬F¤h¥Ó³øµn¿ý,RPWPMLPJJIKFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¹´§µµó53«Ñ91~120¸¹,72.17,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0600901,90.52,3,2,2,¦³,µL,5800000,64074,,0.0,0,¥»®×¦¨¥æ»ùª÷¡A¥t§éÅý»ùª÷·s¥x¹ô³°¬B¸U¤¸¾ã¡C,RPPNMLPJJIKFFBB07CA
¥_¤Ù°Ï,¤g¦a,¦Pºa¬q1801~1830¦a¸¹,66.76,¨ä¥L,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3079700,46131,,0.0,0,¤½³]¦a,RPVPMLNJJIKFFBB67CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q31~60¸¹,2.5,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤Q¤E¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840113,30.66,1,1,1,¦³,¦³,1100000,35877,,0.0,0,,RPPOMLKLJIKFFAB76CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾Ç©²¸ô146«Ñ1~30¸¹,8.6,¦í,,,10410,¤g¦a4«Øª«1¨®¦ì0,¤Q¤K¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850627,89.22999999999999,2,2,1,¦³,¦³,3800000,42587,,0.0,0,,RPTOMLKLJIKFFAB17CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¥«ªF°Ï¤Q¥Ò¸ô181~210¸¹,34.95,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì2,¤Q¤@¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040604,201.35,3,2,2,¦³,¦³,11000000,58236,©Y¹D¥­­±,50.24,2200000,,RPTNMLMLJIKFFAB27CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¥ÁÅv¸ô304«Ñ1~30¸¹,676.0,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,,¿j³y,,70.66,0,0,0,µL,µL,39000000,551939,,0.0,0,Åv§Q¤H¦@¤G¤H¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSOMLTJJIKFFAB77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï§ò·ËªF¸ô¤@¬q271~300¸¹,16.64,°Ó,,,10406,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950922,138.74,3,2,2,¦³,¦³,6700000,48292,©Y¹D¥­­±,30.37,0,,RPVNMLQJJIKFFAB67CA
«n°Ï,¤g¦a,«H¸q¬q¤K¤p¬q1~30¦a¸¹,11.6,¨ä¥L,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,322770,27825,,0.0,0,1.¥»®×«YÄÝ¤½¦@³]¬I«O¯d¦a2.¦a¬F¤h¶È¨ü°U¶R½æ®×¥ó¥Ó½Ðµn°O¡A¨ÃµL¥N²z¼¶ÀÀ¤£°Ê²£¶R½æ«´¬ù®Ñ¡A«Y¥Ñ¤£°Ê²£¸g¬ö·~©ÎÅv§Q¤H¦Û¦æ´£¨Ñ¦¨¥æ®×¥ó¹ê»Ú¸ê°T¡A¨Ñ¦a¬F¤h¥Ó³øµn¿ý,RPQOMLPJJIKFFAB17CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤å¤ß«n¤Q¸ô181~210¸¹,13.36,¦í,,,10407,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0881218,123.37,3,2,2,¦³,¦³,7400000,59982,©Y¹D¾÷±ñ,7.61,0,,RPSOMLPJJIKFFAB37CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾©ú¨½»OÆW¤j¹D¤G¬q391~420¸¹,660.0,°Ó,,,10410,¤g¦a5«Øª«3¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0780408,1402.21,5,2,4,¦³,µL,112000000,79874,,0.0,0,,RPTOMLPJJIKFFAB47CA
¦è°Ï,¤g¦a,³Â¶éÀY¬q1~30¦a¸¹,93.0,°Ó,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13000000,139785,,0.0,0,,RPUOMLPJJIKFFAB57CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï©¾¶Ôµó331~360¸¹,21.0,¦í,,,10409,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800213,120.18,4,2,2,¦³,¦³,5500000,45765,,0.0,0,,RPTOMLNJJIKFFAB27CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾ð¸q¤­«Ñ137§Ë61~90¸¹,15.04,¦í,,,10409,¤g¦a3«Øª«1¨®¦ì0,¤G¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0820806,75.56,2,1,1,¦³,¦³,3200000,42350,,0.0,0,,RPOPMLNJJIKFFAB86CA
«n°Ï,¤g¦a,³»¾ô¤lÀY¬q361~390¦a¸¹,114.0,¦í,,,10409,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4300000,37719,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLOJJIKFFAB96CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤u¾Ç¨½¤u¾Ç¥_¸ô331~360¸¹,23.62,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,204.88,4,2,2,¦³,¦³,14500000,73089,©Y¹D¥­­±,22.91,1200000,,RPTNMLOJJIKFFAB27CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«H¸q«nµó81«Ñ1~30¸¹,4.24,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,¤G¤Q¥|¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0851211,33.82,0,0,1,µL,¦³,2800000,82791,,0.0,0,,RPPNMLPJJIKFFAB96CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤­Åv¤Cµó121~150¸¹,41.21,¦í,,,10409,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤E¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0790702,140.22,0,0,0,µL,¦³,9150000,65255,,0.0,0,,RPUNMLNKJIKFFAB37CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤u¾Ç¤@µó181~210¸¹,22.81,¦í,,,10409,¤g¦a1«Øª«2¨®¦ì1,¤E¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870930,151.25,3,2,1,¦³,¦³,6330000,41854,©Y¹D¥­­±,0.0,0,,RPXNMLQKJIKFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«n¥­¸ô31~60¸¹,2.45,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840510,27.799999999999997,1,1,1,¦³,¦³,910000,32734,,0.0,0,,RPUOMLQKJIKFFAB77CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï»O¤¤¸ô541~570¸¹,19.68,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0961030,114.28999999999999,3,2,2,¦³,¦³,6300000,55123,,0.0,0,,RPPPMLNKJIKFFAB07CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q31~60¸¹,3.83,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790625,40.29,1,1,1,¦³,¦³,1250000,31025,,0.0,0,,RPOPMLMKJIKFFAB86CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¼w´I¸ô361~390¸¹,15.5,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810221,159.78,3,1,2,¦³,¦³,5200000,32545,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTOMLQJJIKFFAB57CA
